Rk,Team,Year,Playoff Wins,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,O_MP,O_FG,O_FGA,O_FG%,O_3P,O_3PA,O_3P%,O_2P,O_2PA,O_2P%,O_FT,O_FTA,O_FT%,O_ORB,O_DRB,O_TRB,O_AST,O_STL,O_BLK,O_TOV,O_PF,O_PTS,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,Pace,FTr,3PAr,eFG%,TOV%,ORB%,FT/FGA,eFG%.1,TOV%.1,DRB%,FT/FGA.1,Arena,Attendance,Age,NRtg,TS%,Attend.,Attend./G,G
15,Indiana Pacers,2017,0,7.0,15.0,20.0,10.0,23.0,27.0,4.0,9.0,9.0,17.0,16.0,23.0,2.0,23.0,21.0,26.0,16.0,9.0,9.0,16.0,13.0,15.0,7.0,7.0,11.0,10.0,25.0,25.0,13.0,5.0,6.0,12.0,24.0,20.0,30.0,24.0,19.0,21.0,11.0,20.0,16.0,6.0,20.0,14.0,13.0,17.0,17.0,17.0,17.0,28.0,19.0,15.0,16.0,18.0,19.0,26.0,13.0,16.0,24.0,16.0,15.0,6.0,25.0,25.0,,22.0,,,,,,
16,Portland Trail Blazers,2017,0,1.0,9.0,13.0,14.0,8.0,10.0,6.0,20.0,16.0,16.0,11.0,11.0,14.0,15.0,14.0,14.0,23.0,25.0,10.0,15.0,26.0,8.0,1.0,15.0,18.0,12.0,10.0,6.0,27.0,18.0,26.0,4.0,29.0,28.0,29.0,12.0,22.0,17.0,4.0,19.0,24.0,26.0,16.0,25.0,15.0,14.0,18.0,18.0,18.0,9.0,16.0,11.0,24.0,14.0,14.0,12.0,11.0,13.0,17.0,14.0,11.0,27.0,12.0,28.0,,9.0,,,,,,
1,Golden State Warriors,2018,16,23.0,1.0,24.0,1.0,8.0,17.0,1.0,5.0,20.0,1.0,18.0,22.0,1.0,28.0,7.0,17.0,1.0,9.0,1.0,26.0,15.0,1.0,23.0,18.0,29.0,3.0,13.0,13.0,10.0,22.0,28.0,6.0,19.0,19.0,8.0,30.0,1.0,8.0,17.0,30.0,1.0,14.0,25.0,18.0,3.0,28.0,3.0,3.0,3.0,22.0,3.0,3.0,11.0,5.0,20.0,15.0,1.0,28.0,23.0,16.0,5.0,21.0,25.0,11.0,,7.0,,,,,,
2,Cleveland Cavaliers,2018,12,23.0,10.0,26.0,4.0,3.0,5.0,6.0,20.0,28.0,5.0,6.0,9.0,10.0,27.0,17.0,23.0,12.0,24.0,28.0,10.0,5.0,5.0,23.0,30.0,25.0,28.0,28.0,29.0,22.0,24.0,13.0,28.0,3.0,4.0,5.0,18.0,17.0,18.0,28.0,12.0,3.0,26.0,7.0,26.0,6.0,25.0,14.0,14.0,14.0,28.0,14.0,5.0,29.0,12.0,8.0,4.0,3.0,11.0,27.0,6.0,28.0,26.0,17.0,2.0,,2.0,,,,,,
3,Boston Celtics,2018,11,12.0,25.0,25.0,21.0,7.0,10.0,2.0,27.0,23.0,25.0,21.0,20.0,17.0,20.0,6.0,8.0,20.0,23.0,18.0,15.0,17.0,20.0,12.0,3.0,12.0,2.0,4.0,9.0,1.0,6.0,17.0,5.0,15.0,15.0,12.0,13.0,20.0,22.0,4.0,7.0,6.0,19.0,22.0,3.0,4.0,27.0,6.0,6.0,6.0,29.0,7.0,18.0,1.0,22.0,18.0,8.0,15.0,15.0,18.0,20.0,2.0,14.0,11.0,16.0,,11.0,,,,,,
4,Houston Rockets,2018,11,18.0,22.0,27.0,15.0,1.0,1.0,13.0,30.0,30.0,2.0,2.0,3.0,9.0,24.0,10.0,18.0,26.0,5.0,15.0,12.0,12.0,2.0,18.0,17.0,14.0,16.0,9.0,11.0,7.0,19.0,14.0,20.0,4.0,6.0,3.0,3.0,15.0,4.0,11.0,11.0,5.0,10.0,11.0,6.0,1.0,30.0,1.0,1.0,1.0,26.0,1.0,1.0,6.0,13.0,3.0,1.0,2.0,12.0,21.0,1.0,13.0,11.0,3.0,4.0,,17.0,,,,,,
5,New Orleans Pelicans,2018,5,1.0,2.0,3.0,2.0,18.0,18.0,13.0,2.0,6.0,4.0,19.0,17.0,15.0,26.0,3.0,10.0,3.0,8.0,3.0,22.0,8.0,3.0,1.0,28.0,30.0,9.0,20.0,25.0,8.0,28.0,29.0,10.0,12.0,9.0,28.0,29.0,23.0,25.0,20.0,22.0,4.0,11.0,13.0,29.0,8.0,20.0,13.0,13.0,13.0,6.0,12.0,10.0,14.0,1.0,22.0,20.0,4.0,17.0,28.0,22.0,9.0,22.0,20.0,8.0,,25.0,,,,,,
6,Philadelphia 76ers,2018,5,16.0,5.0,13.0,8.0,12.0,12.0,10.0,11.0,17.0,7.0,11.0,10.0,23.0,3.0,1.0,1.0,2.0,7.0,9.0,30.0,29.0,7.0,16.0,5.0,22.0,1.0,9.0,17.0,2.0,5.0,22.0,1.0,29.0,29.0,2.0,20.0,4.0,6.0,5.0,26.0,21.0,15.0,11.0,11.0,5.0,26.0,5.0,5.0,4.0,25.0,5.0,12.0,4.0,4.0,10.0,13.0,7.0,30.0,3.0,12.0,1.0,18.0,9.0,28.0,,3.0,,,,,,
7,Utah Jazz,2018,5,18.0,26.0,29.0,13.0,13.0,13.0,12.0,25.0,26.0,12.0,14.0,15.0,12.0,23.0,11.0,20.0,21.0,4.0,9.0,20.0,16.0,19.0,18.0,2.0,3.0,6.0,5.0,3.0,17.0,4.0,15.0,4.0,8.0,10.0,19.0,3.0,10.0,1.0,1.0,24.0,11.0,6.0,8.0,1.0,8.0,20.0,4.0,4.0,5.0,7.0,4.0,16.0,2.0,25.0,12.0,10.0,9.0,24.0,17.0,8.0,6.0,4.0,4.0,15.0,,15.0,,,,,,
8,Toronto Raptors,2018,4,8.0,3.0,6.0,7.0,4.0,3.0,18.0,13.0,25.0,3.0,9.0,13.0,4.0,14.0,11.0,14.0,6.0,18.0,2.0,6.0,27.0,4.0,8.0,8.0,14.0,5.0,1.0,2.0,11.0,21.0,27.0,3.0,26.0,27.0,16.0,17.0,5.0,7.0,7.0,5.0,18.0,12.0,16.0,6.0,2.0,29.0,2.0,2.0,2.0,30.0,2.0,2.0,5.0,14.0,16.0,5.0,5.0,4.0,11.0,11.0,3.0,15.0,13.0,25.0,,4.0,,,,,,
9,Indiana Pacers,2018,3,18.0,6.0,14.0,6.0,25.0,26.0,9.0,4.0,4.0,13.0,24.0,27.0,11.0,17.0,25.0,22.0,23.0,3.0,25.0,5.0,7.0,17.0,18.0,15.0,11.0,18.0,15.0,23.0,5.0,12.0,5.0,27.0,6.0,5.0,7.0,21.0,8.0,14.0,12.0,3.0,25.0,3.0,26.0,9.0,8.0,20.0,12.0,12.0,12.0,24.0,13.0,11.0,13.0,23.0,26.0,26.0,12.0,6.0,12.0,24.0,19.0,2.0,26.0,7.0,,27.0,,,,,,
10,Milwaukee Bucks,2018,3,8.0,14.0,28.0,3.0,27.0,25.0,22.0,6.0,13.0,6.0,5.0,7.0,8.0,29.0,28.0,30.0,14.0,2.0,5.0,11.0,26.0,15.0,8.0,13.0,4.0,20.0,9.0,7.0,25.0,15.0,12.0,15.0,27.0,25.0,27.0,19.0,8.0,12.0,18.0,4.0,7.0,2.0,16.0,16.0,15.0,15.0,20.0,20.0,20.0,21.0,20.0,9.0,19.0,20.0,4.0,25.0,8.0,14.0,26.0,5.0,20.0,3.0,29.0,29.0,,24.0,,,,,,
11,Oklahoma City Thunder,2018,2,8.0,13.0,4.0,18.0,15.0,11.0,24.0,15.0,16.0,16.0,10.0,4.0,29.0,1.0,26.0,5.0,28.0,1.0,11.0,13.0,21.0,12.0,8.0,9.0,7.0,12.0,25.0,24.0,19.0,3.0,3.0,12.0,14.0,13.0,17.0,11.0,6.0,5.0,14.0,15.0,9.0,1.0,3.0,10.0,8.0,20.0,7.0,7.0,7.0,15.0,6.0,7.0,9.0,17.0,6.0,12.0,17.0,9.0,1.0,14.0,18.0,1.0,16.0,19.0,,13.0,,,,,,
12,Washington Wizards,2018,2,5.0,12.0,19.0,11.0,21.0,23.0,4.0,10.0,10.0,14.0,13.0,14.0,15.0,13.0,22.0,21.0,4.0,10.0,22.0,18.0,25.0,13.0,5.0,11.0,9.0,15.0,12.0,14.0,6.0,12.0,9.0,23.0,22.0,26.0,10.0,16.0,7.0,10.0,10.0,19.0,13.0,6.0,15.0,15.0,17.0,14.0,15.0,15.0,15.0,18.0,15.0,14.0,15.0,18.0,15.0,24.0,11.0,21.0,9.0,15.0,15.0,9.0,18.0,26.0,,14.0,,,,,,
13,Miami Heat,2018,1,2.0,19.0,23.0,17.0,11.0,9.0,16.0,22.0,22.0,14.0,26.0,25.0,22.0,21.0,13.0,18.0,17.0,21.0,6.0,16.0,20.0,23.0,2.0,4.0,6.0,7.0,6.0,6.0,13.0,8.0,16.0,7.0,25.0,22.0,26.0,6.0,19.0,15.0,3.0,13.0,10.0,18.0,21.0,4.0,15.0,15.0,16.0,16.0,16.0,27.0,16.0,22.0,7.0,27.0,24.0,7.0,14.0,18.0,19.0,25.0,7.0,13.0,6.0,27.0,,6.0,,,,,,
14,Minnesota Timberwolves,2018,1,12.0,4.0,15.0,4.0,30.0,30.0,19.0,1.0,2.0,10.0,3.0,5.0,2.0,7.0,27.0,24.0,18.0,6.0,24.0,2.0,3.0,8.0,12.0,19.0,10.0,29.0,19.0,18.0,18.0,18.0,8.0,29.0,11.0,11.0,24.0,15.0,3.0,3.0,21.0,1.0,12.0,4.0,5.0,17.0,12.0,18.0,10.0,10.0,10.0,9.0,10.0,4.0,27.0,24.0,5.0,30.0,13.0,1.0,4.0,3.0,27.0,5.0,24.0,13.0,,21.0,,,,,,
15,San Antonio Spurs,2018,1,23.0,17.0,22.0,16.0,28.0,27.0,26.0,9.0,5.0,20.0,19.0,18.0,13.0,6.0,14.0,11.0,15.0,14.0,4.0,4.0,1.0,27.0,23.0,6.0,8.0,8.0,3.0,4.0,4.0,16.0,21.0,8.0,1.0,3.0,9.0,8.0,14.0,10.0,8.0,14.0,2.0,20.0,18.0,1.0,12.0,18.0,8.0,8.0,8.0,17.0,8.0,17.0,3.0,28.0,17.0,27.0,26.0,5.0,6.0,18.0,8.0,12.0,8.0,3.0,,12.0,,,,,,
16,Portland Trail Blazers,2018,0,18.0,15.0,8.0,20.0,16.0,19.0,11.0,17.0,11.0,23.0,15.0,18.0,3.0,9.0,5.0,3.0,30.0,26.0,7.0,8.0,13.0,16.0,18.0,7.0,16.0,4.0,7.0,5.0,16.0,11.0,23.0,2.0,18.0,18.0,4.0,10.0,16.0,13.0,2.0,10.0,22.0,29.0,23.0,5.0,7.0,24.0,9.0,9.0,9.0,16.0,9.0,15.0,8.0,19.0,19.0,18.0,23.0,7.0,10.0,17.0,4.0,29.0,5.0,18.0,,8.0,,,,,,
1,Toronto Raptors,2019,16,4.0,9.0,16.0,5.0,8.0,11.0,6.0,17.0,23.0,7.0,16.0,21.0,3.0,24.0,9.0,17.0,13.0,9.0,9.0,16.0,17.0,8.0,4.0,9.0,16.0,5.0,9.0,10.0,8.0,10.0,23.0,6.0,10.0,12.0,13.0,18.0,8.0,13.0,15.0,17.0,6.0,10.0,19.0,9.0,2.0,29.0,3.0,3.0,3.0,29.0,3.0,5.0,5.0,15.0,21.0,10.0,3.0,15.0,22.0,14.0,4.0,9.0,15.0,11.0,,4.0,,,,,,
2,Golden State Warriors,2019,14,15.0,1.0,13.0,1.0,3.0,8.0,3.0,12.0,22.0,2.0,23.0,28.0,5.0,21.0,3.0,11.0,1.0,15.0,1.0,21.0,22.0,2.0,15.0,11.0,24.0,3.0,17.0,25.0,11.0,7.0,20.0,4.0,24.0,24.0,23.0,21.0,5.0,10.0,12.0,19.0,1.0,19.0,27.0,16.0,3.0,28.0,2.0,2.0,2.0,19.0,2.0,1.0,13.0,10.0,28.0,8.0,1.0,18.0,16.0,23.0,3.0,20.0,14.0,21.0,,6.0,,,,,,
3,Milwaukee Bucks,2019,10,18.0,3.0,6.0,3.0,2.0,2.0,15.0,16.0,27.0,1.0,12.0,15.0,14.0,25.0,1.0,1.0,7.0,17.0,2.0,13.0,5.0,1.0,18.0,12.0,30.0,1.0,30.0,30.0,22.0,4.0,18.0,1.0,1.0,4.0,1.0,9.0,20.0,15.0,19.0,3.0,12.0,21.0,21.0,11.0,1.0,30.0,1.0,1.0,1.0,30.0,1.0,4.0,1.0,2.0,17.0,3.0,2.0,10.0,27.0,15.0,1.0,25.0,1.0,1.0,,17.0,,,,,,
4,Portland Trail Blazers,2019,8,7.0,7.0,7.0,12.0,17.0,18.0,9.0,7.0,9.0,14.0,5.0,13.0,2.0,3.0,7.0,3.0,25.0,25.0,16.0,11.0,11.0,6.0,7.0,15.0,19.0,13.0,8.0,3.0,20.0,22.0,26.0,5.0,15.0,15.0,20.0,15.0,1.0,3.0,3.0,10.0,18.0,29.0,16.0,14.0,5.0,25.0,7.0,7.0,7.0,9.0,6.0,3.0,16.0,18.0,14.0,20.0,13.0,11.0,1.0,7.0,12.0,30.0,9.0,16.0,,7.0,,,,,,
5,Denver Nuggets,2019,7,27.0,12.0,11.0,13.0,18.0,16.0,17.0,10.0,12.0,10.0,27.0,25.0,20.0,2.0,17.0,8.0,2.0,13.0,24.0,8.0,7.0,20.0,27.0,5.0,4.0,15.0,10.0,13.0,1.0,6.0,4.0,21.0,7.0,9.0,2.0,7.0,2.0,1.0,16.0,14.0,14.0,17.0,20.0,6.0,4.0,27.0,8.0,8.0,8.0,8.0,7.0,6.0,10.0,27.0,27.0,15.0,15.0,8.0,2.0,27.0,15.0,15.0,8.0,15.0,,12.0,,,,,,
6,Philadelphia 76ers,2019,7,15.0,14.0,20.0,8.0,19.0,19.0,8.0,14.0,15.0,9.0,2.0,2.0,16.0,11.0,2.0,4.0,4.0,19.0,11.0,25.0,20.0,4.0,15.0,17.0,26.0,10.0,4.0,6.0,4.0,29.0,29.0,9.0,26.0,26.0,17.0,10.0,4.0,4.0,5.0,21.0,4.0,27.0,6.0,19.0,7.0,24.0,11.0,11.0,11.0,26.0,11.0,8.0,15.0,8.0,2.0,18.0,8.0,24.0,8.0,2.0,6.0,28.0,6.0,22.0,,1.0,,,,,,
7,Houston Rockets,2019,6,11.0,25.0,26.0,24.0,1.0,1.0,12.0,30.0,30.0,3.0,3.0,7.0,9.0,14.0,29.0,28.0,28.0,5.0,18.0,6.0,25.0,11.0,11.0,10.0,5.0,19.0,3.0,4.0,2.0,20.0,13.0,23.0,21.0,20.0,16.0,23.0,10.0,16.0,7.0,11.0,8.0,9.0,24.0,10.0,5.0,25.0,5.0,5.0,5.0,13.0,5.0,2.0,17.0,26.0,6.0,1.0,4.0,9.0,14.0,3.0,18.0,7.0,28.0,25.0,,16.0,,,,,,
8,Boston Celtics,2019,5,18.0,11.0,9.0,14.0,6.0,7.0,7.0,18.0,18.0,11.0,28.0,29.0,4.0,20.0,16.0,22.0,5.0,4.0,10.0,3.0,12.0,14.0,18.0,4.0,9.0,4.0,15.0,22.0,6.0,5.0,5.0,12.0,13.0,16.0,12.0,16.0,22.0,22.0,8.0,2.0,2.0,7.0,26.0,8.0,9.0,21.0,6.0,6.0,6.0,27.0,8.0,10.0,7.0,16.0,30.0,9.0,7.0,4.0,24.0,28.0,9.0,8.0,18.0,17.0,,11.0,,,,,,
9,San Antonio Spurs,2019,3,15.0,8.0,17.0,2.0,26.0,30.0,1.0,2.0,2.0,18.0,20.0,24.0,1.0,27.0,12.0,21.0,16.0,30.0,21.0,1.0,1.0,18.0,15.0,16.0,18.0,18.0,18.0,18.0,18.0,13.0,14.0,17.0,2.0,1.0,6.0,4.0,15.0,7.0,18.0,8.0,3.0,30.0,25.0,12.0,11.0,18.0,12.0,12.0,12.0,15.0,12.0,7.0,19.0,22.0,24.0,30.0,6.0,2.0,26.0,17.0,20.0,29.0,4.0,2.0,,13.0,,,,,,
10,Los Angeles Clippers,2019,2,11.0,17.0,24.0,7.0,25.0,28.0,2.0,9.0,6.0,23.0,1.0,1.0,8.0,22.0,8.0,13.0,18.0,23.0,22.0,22.0,28.0,5.0,11.0,18.0,25.0,14.0,6.0,8.0,5.0,28.0,28.0,14.0,28.0,28.0,24.0,28.0,11.0,19.0,11.0,25.0,30.0,24.0,1.0,25.0,11.0,18.0,13.0,13.0,13.0,10.0,13.0,9.0,21.0,7.0,1.0,27.0,12.0,21.0,19.0,1.0,8.0,27.0,25.0,27.0,,20.0,,,,,,
11,Brooklyn Nets,2019,1,1.0,20.0,14.0,25.0,5.0,5.0,14.0,27.0,25.0,17.0,6.0,4.0,24.0,10.0,10.0,7.0,21.0,27.0,28.0,26.0,23.0,15.0,1.0,23.0,27.0,12.0,5.0,9.0,3.0,30.0,30.0,11.0,16.0,16.0,21.0,24.0,18.0,24.0,10.0,22.0,22.0,20.0,7.0,18.0,14.0,16.0,15.0,15.0,15.0,23.0,15.0,19.0,14.0,11.0,5.0,5.0,18.0,25.0,10.0,6.0,7.0,23.0,21.0,10.0,,30.0,,,,,,
12,Oklahoma City Thunder,2019,1,7.0,5.0,1.0,18.0,13.0,13.0,22.0,8.0,8.0,19.0,14.0,6.0,28.0,1.0,11.0,2.0,23.0,1.0,12.0,14.0,27.0,7.0,7.0,13.0,12.0,17.0,13.0,12.0,16.0,11.0,16.0,15.0,23.0,23.0,9.0,8.0,26.0,18.0,20.0,24.0,16.0,1.0,3.0,15.0,9.0,21.0,10.0,10.0,9.0,14.0,9.0,17.0,4.0,6.0,10.0,16.0,22.0,6.0,3.0,20.0,17.0,1.0,7.0,23.0,,15.0,,,,,,
13,Orlando Magic,2019,1,18.0,18.0,15.0,18.0,12.0,15.0,11.0,19.0,16.0,21.0,30.0,30.0,12.0,17.0,13.0,15.0,12.0,26.0,6.0,5.0,2.0,24.0,18.0,7.0,8.0,11.0,7.0,7.0,10.0,9.0,19.0,12.0,6.0,5.0,27.0,2.0,24.0,11.0,2.0,7.0,5.0,26.0,29.0,5.0,14.0,16.0,14.0,14.0,14.0,25.0,14.0,22.0,8.0,25.0,29.0,14.0,20.0,7.0,20.0,30.0,10.0,19.0,3.0,6.0,,18.0,,,,,,
14,Utah Jazz,2019,1,24.0,19.0,29.0,10.0,9.0,9.0,10.0,23.0,28.0,6.0,8.0,3.0,26.0,18.0,5.0,9.0,8.0,12.0,3.0,27.0,18.0,17.0,24.0,8.0,11.0,8.0,2.0,1.0,15.0,17.0,27.0,3.0,7.0,9.0,2.0,1.0,6.0,2.0,1.0,27.0,9.0,15.0,4.0,4.0,8.0,23.0,4.0,4.0,4.0,17.0,4.0,15.0,2.0,13.0,3.0,7.0,5.0,27.0,13.0,4.0,2.0,14.0,2.0,8.0,,14.0,,,,,,
15,Detroit Pistons,2019,0,7.0,27.0,19.0,29.0,9.0,6.0,23.0,28.0,26.0,27.0,19.0,17.0,23.0,5.0,24.0,18.0,26.0,22.0,29.0,11.0,26.0,25.0,7.0,6.0,2.0,24.0,1.0,2.0,9.0,21.0,17.0,22.0,18.0,21.0,5.0,3.0,12.0,6.0,8.0,5.0,17.0,14.0,11.0,7.0,16.0,15.0,17.0,17.0,17.0,22.0,17.0,21.0,11.0,28.0,12.0,6.0,26.0,14.0,4.0,16.0,19.0,11.0,5.0,26.0,,24.0,,,,,,
16,Indiana Pacers,2019,0,30.0,16.0,27.0,4.0,29.0,29.0,5.0,5.0,7.0,16.0,26.0,23.0,22.0,25.0,23.0,24.0,9.0,3.0,20.0,10.0,4.0,22.0,30.0,3.0,3.0,6.0,14.0,14.0,14.0,3.0,3.0,7.0,4.0,6.0,7.0,17.0,3.0,5.0,13.0,13.0,21.0,5.0,23.0,1.0,11.0,18.0,9.0,9.0,10.0,28.0,10.0,18.0,3.0,24.0,23.0,29.0,10.0,17.0,21.0,23.0,13.0,2.0,23.0,5.0,,22.0,,,,,,
1,Golden State Warriors,2020,16,241.8,43.1,90.2,0.479,16.6,43.2,0.385,26.5,47.0,0.564,16.0,20.2,0.794,10.5,34.1,44.6,29.8,7.2,3.9,16.3,21.4,118.9,,,,,,,,,,,,,,,,,,,,,,,3.5,13.5,4.5,12.5,5.0,6.0,4.0,15.0,15.5,6.0,14.0,2.0,3.0,1.0,11.0,13.0,15.0,6.0,1.0,3.5,Chase Center,,6.0,4.5,4.0,7.0,7.0,82.0
2,Boston Celtics,2020,14,243.7,42.2,88.8,0.475,16.0,42.6,0.377,26.2,46.2,0.567,17.5,21.6,0.812,9.7,35.6,45.3,26.7,6.4,5.2,13.4,18.8,117.9,,,,,,,,,,,,,,,,,,,,,,,7.0,10.0,1.5,15.5,2.0,13.0,1.0,7.0,15.5,12.0,13.0,6.0,8.0,7.5,6.0,10.0,16.0,8.0,10.0,13.0,TD Garden,,11.5,1.5,9.5,5.0,5.0,82.0
3,Miami Heat,2020,11,241.5,39.2,85.3,0.46,12.0,34.8,0.344,27.3,50.5,0.54,19.1,23.0,0.831,9.7,30.9,40.6,23.8,8.0,3.0,13.5,18.5,109.5,,,,,,,,,,,,,,,,,,,,,,,3.5,13.5,6.0,11.0,6.0,12.0,6.0,9.0,12.0,15.0,7.0,7.0,5.0,2.0,8.0,5.0,8.5,3.0,7.5,2.0,FTX Arena,,4.0,6.0,3.0,4.0,4.0,82.0
4,Dallas Mavericks,2020,9,243.0,40.0,84.3,0.475,15.2,41.0,0.371,24.8,43.3,0.574,19.0,25.1,0.755,7.6,31.2,38.8,22.9,6.3,3.7,12.2,20.7,114.2,,,,,,,,,,,,,,,,,,,,,,,5.0,12.0,7.0,10.0,8.0,11.0,8.0,14.0,11.0,16.0,8.0,4.0,12.0,11.0,14.0,12.0,12.0,9.0,7.5,12.0,American Airlines Center,,9.0,7.0,13.0,3.0,3.0,82.0
5,Phoenix Suns,2020,7,241.2,42.1,90.1,0.467,12.2,32.6,0.374,29.9,57.5,0.52,17.2,21.7,0.793,11.8,32.4,44.2,27.3,7.1,5.3,13.5,21.2,113.6,,,,,,,,,,,,,,,,,,,,,,,1.0,16.0,1.5,15.5,1.0,16.0,2.0,4.0,14.0,4.0,16.0,14.0,4.0,12.5,12.0,16.0,14.0,6.0,11.0,8.5,Phoenix Suns Arena,,7.0,1.5,5.5,12.0,12.0,82.0
6,Milwaukee Bucks,2020,7,241.8,42.7,90.4,0.473,14.8,40.3,0.368,27.9,50.1,0.557,16.6,22.4,0.743,11.1,37.5,48.6,25.8,6.4,4.9,14.6,18.1,116.9,,,,,,,,,,,,,,,,,,,,,,,7.0,10.0,8.0,9.0,7.0,9.0,7.0,3.0,6.0,3.0,4.0,5.0,6.0,9.0,9.5,7.0,5.0,14.0,2.0,15.0,Fiserv Forum,,3.0,8.0,7.0,8.0,8.0,82.0
7,Memphis Grizzlies,2020,6,241.2,43.7,92.1,0.475,12.0,34.2,0.351,31.7,57.9,0.548,17.5,23.8,0.733,12.0,34.6,46.6,26.0,8.3,5.8,13.6,20.0,116.9,,,,,,,,,,,,,,,,,,,,,,,2.0,15.0,4.5,12.5,4.0,14.0,5.0,5.0,13.0,2.0,11.0,15.0,14.0,14.0,1.0,14.0,10.0,4.0,9.0,8.5,FedEx Forum,,16.0,4.5,15.0,14.0,14.0,82.0
8,Philadelphia 76ers,2020,6,242.4,40.8,83.8,0.487,12.6,32.6,0.387,28.2,51.2,0.551,21.0,25.1,0.835,8.7,32.2,40.9,25.2,7.7,4.7,13.7,20.4,115.2,,,,,,,,,,,,,,,,,,,,,,,7.0,10.0,9.5,7.5,10.0,7.0,9.0,11.0,8.0,13.0,1.0,10.0,13.0,12.5,16.0,1.0,8.5,10.0,13.0,10.0,Wells Fargo Center,,8.0,9.0,9.5,2.0,2.0,82.0
9,Utah Jazz,2020,2,241.5,42.5,89.8,0.473,13.3,37.8,0.353,29.2,52.0,0.56,18.7,23.8,0.786,11.8,34.1,45.9,26.0,6.1,5.2,15.4,20.5,117.1,,,,,,,,,,,,,,,,,,,,,,,9.0,8.0,3.0,14.0,3.0,15.0,3.0,1.0,9.5,11.0,2.0,1.0,2.0,4.0,4.0,2.5,12.0,16.0,4.0,16.0,Vivint Smart Home Arena,,1.0,3.0,2.0,6.0,6.0,82.0
10,Minnesota Timberwolves,2020,2,241.8,42.9,87.4,0.49,12.2,33.3,0.365,30.7,54.1,0.568,17.9,23.7,0.755,9.1,32.8,41.9,26.2,8.0,5.4,15.3,21.6,115.8,,,,,,,,,,,,,,,,,,,,,,,12.5,4.5,9.5,7.5,9.0,8.0,10.0,8.0,7.0,1.0,5.0,3.0,11.0,7.5,5.0,8.5,6.5,2.0,16.0,1.0,Target Center,,15.0,10.0,12.0,13.0,13.0,82.0
11,Toronto Raptors,2020,2,241.5,41.9,91.3,0.459,10.7,32.0,0.335,31.1,59.3,0.525,18.4,23.4,0.784,12.7,30.3,43.0,23.9,9.4,5.2,11.7,20.0,112.9,,,,,,,,,,,,,,,,,,,,,,,10.5,6.5,11.5,5.5,12.0,2.0,11.0,13.0,9.5,14.0,15.0,11.0,16.0,15.0,2.0,15.0,6.5,1.0,14.0,5.5,Scotiabank Arena,,14.0,11.5,16.0,16.0,16.0,82.0
12,New Orleans Pelicans,2020,2,242.1,42.0,87.6,0.48,11.0,30.1,0.364,31.1,57.5,0.541,19.3,24.4,0.793,10.6,33.1,43.7,25.9,8.3,4.1,14.6,20.5,114.4,,,,,,,,,,,,,,,,,,,,,,,16.0,1.0,16.0,1.0,16.0,1.0,16.0,16.0,3.0,10.0,3.0,12.0,15.0,5.5,3.0,2.5,1.0,6.0,6.0,7.0,Smoothie King Center,,13.0,16.0,14.0,15.0,15.0,82.0
13,Denver Nuggets,2020,1,240.9,43.6,86.4,0.504,11.8,31.2,0.379,31.8,55.2,0.575,16.8,22.4,0.751,10.1,32.9,43.0,28.9,7.5,4.5,14.5,18.6,115.8,,,,,,,,,,,,,,,,,,,,,,,10.5,6.5,11.5,5.5,11.0,10.0,12.0,6.0,5.0,8.0,12.0,8.0,1.0,3.0,13.0,11.0,4.0,12.5,4.0,11.0,Ball Arena,,5.0,11.5,1.0,10.0,10.0,82.0
14,Atlanta Hawks,2020,1,242.1,44.6,92.4,0.483,10.8,30.5,0.352,33.9,61.8,0.548,18.5,22.6,0.818,11.2,33.2,44.4,25.0,7.1,4.9,12.9,18.8,118.4,,,,,,,,,,,,,,,,,,,,,,,15.0,2.0,13.0,4.0,13.0,5.0,13.0,2.0,1.0,9.0,6.0,9.0,7.0,16.0,9.5,4.0,2.0,15.0,12.0,14.0,State Farm Arena,,11.5,13.0,5.5,11.0,11.0,82.0
15,Chicago Bulls,2020,1,242.7,42.5,86.8,0.49,10.4,28.9,0.361,32.1,57.9,0.555,17.6,21.8,0.809,8.5,33.9,42.4,24.5,7.9,4.5,13.4,18.9,113.1,,,,,,,,,,,,,,,,,,,,,,,12.5,4.5,15.0,2.0,15.0,4.0,15.0,12.0,2.0,7.0,9.0,16.0,9.0,10.0,15.0,6.0,3.0,11.0,4.0,5.5,United Center,,10.0,15.0,8.0,1.0,1.0,82.0
16,Brooklyn Nets,2020,0,240.6,41.5,85.1,0.487,12.8,33.8,0.378,28.7,51.3,0.559,17.7,22.1,0.8,8.2,32.3,40.5,25.5,7.1,6.2,13.7,21.1,113.4,,,,,,,,,,,,,,,,,,,,,,,14.0,3.0,14.0,3.0,14.0,3.0,14.0,10.0,4.0,5.0,10.0,13.0,10.0,5.5,7.0,8.5,12.0,12.5,15.0,3.5,Barclays Center,,2.0,14.0,11.0,9.0,9.0,82.0
